acc,disp_imp,stat_par,zero_one_loss
0.4880952380952381,0.5761687430615517,-0.16414274112645102,0.12021688243443363
0.5238095238095238,0.795244055068836,-0.06902537520342356,0.07864504852028209
0.5663265306122449,0.9176859099804305,-0.024984222444964177,0.10932917548353571
0.5034013605442177,0.8111804936068987,-0.06115177195685667,0.02691640986132504
0.48299319727891155,0.9988160075775515,-0.0003565825131935374,0.054628441021252416
0.5212947189097104,0.7569082899479376,-0.08913362701908956,0.009581497797356842
0.4684838160136286,0.6341166165213086,-0.1196537551376261,0.07794245858761983
0.5161839863713799,0.7699520357748206,-0.07690174804098854,0.04483423749246529
0.4787052810902896,0.5307225738396624,-0.17162145871006632,0.08104882459312834
0.5093696763202725,0.6459137709137709,-0.13581389608786867,0.02955695421448845
