acc,disp_imp,stat_par,zero_one_loss
0.4880952380952381,0.3352522086064406,-0.27857927674007543,0.12723928724979705
0.5153061224489796,0.5322499581169374,-0.16828400940268823,0.10700982460370079
0.5493197278911565,0.49251844046364596,-0.17878754130007052,0.11133385306455812
0.4897959183673469,0.4544491525423729,-0.19838212634822805,-0.0028890600924499354
0.48299319727891155,0.517032856278976,-0.1708743403223506,0.03366138924547135
0.5434412265758092,0.5818781098469242,-0.16144150758688205,-0.011771904062652938
0.47189097103918226,0.37487335359675783,-0.23822393822393823,0.06872586872586872
0.5332197614991482,0.496022159951042,-0.1886317058468957,0.052176009644364085
0.46337308347529815,0.38806245957682717,-0.2395298372513562,0.09071729957805907
0.5161839863713799,0.3583391083391083,-0.2742441071208195,-0.002949524867333131
