acc,disp_imp,stat_par,zero_one_loss
0.6507936507936508,0.923258559622196,0.015799708313077282,-0.20089936801166752
0.6084656084656085,0.6699507389162562,-0.06795131845841784,-0.171737660581474
0.6402116402116402,0.9090909090909091,-0.018181818181818188,-0.1828282828282829
0.6349206349206349,0.5729166666666667,-0.0976190476190476,-0.09999999999999998
0.6666666666666666,0.6839080459770115,-0.07437457741717377,-0.14908722109533468
0.6063829787234043,0.7066466766616691,-0.06680323204734268,-0.2191874359849778
0.6170212765957447,0.6734006734006733,-0.0881818181818182,-0.10045454545454546
0.6276595744680851,0.9405300581771171,-0.010422567123598042,-0.21049054038744763
0.6808510638297872,0.7230337078651685,-0.05595278628986494,-0.09397344228804905
0.6382978723404256,0.9036144578313252,-0.019277108433734952,-0.08674698795180724
