acc,disp_imp,stat_par,zero_one_loss
0.5115026921194322,0.356359649122807,-0.2640575798470535,-0.07360548807917233
0.531081742535487,0.45735241662207954,-0.2199686718679399,-0.09518932433653637
0.5418502202643172,0.4841063698206555,-0.21426002979401038,-0.09089741614013458
0.527165932452276,0.5598474341192788,-0.17034353193773483,-0.031132581857219566
0.5222711698482624,0.45941794982869294,-0.22245450273064646,-0.03875573273696664
0.5212922173274597,0.43370651369356034,-0.23316190476190476,-0.08057142857142852
0.5066079295154186,0.5212929933500683,-0.20054980535414474,-0.04931643327613877
0.5190989226248776,0.36943019173642994,-0.2544404489484581,-0.07703712509204497
0.5142017629774731,0.48551108755190386,-0.20905354226123168,-0.0689964640209646
0.5107737512242899,0.5706765026406238,-0.17935778049386952,-0.013395624446226662
