acc,disp_imp,stat_par,zero_one_loss
0.71,0.6233766233766234,-0.30208333333333337,-0.04166666666666663
0.7,0.9266272189349113,-0.05481874447391688,0.09725906277630414
0.71,0.6486486486486486,-0.27083333333333337,-0.04166666666666663
0.73,0.4927536231884058,-0.4117647058823529,0.2313725490196078
0.78,0.5993111366245696,-0.308576480990274,0.10079575596816981
0.82,0.9702127659574467,0.024822695035461084,0.16312056737588654
0.77,0.5779220779220778,-0.3319713993871298,-0.15628192032686417
0.67,0.39906103286384975,-0.5019607843137255,0.16078431372549018
0.78,0.5341614906832298,-0.37375415282392027,0.07641196013289031
0.79,0.7297297297297297,-0.2222222222222222,-0.23333333333333328
