acc,disp_imp,stat_par,zero_one_loss
0.4580745341614907,0.8846331497601706,0.1066186530652452,0.10329126670534028
0.4472049689440994,0.9015947807176512,0.09197673762068781,0.007227146970809062
0.4642857142857143,0.9028410521737139,0.08985053139687516,0.026781555659059153
0.4658385093167702,0.8722450413773883,0.12113553071470429,0.04370253782613198
0.45962732919254656,0.8705916642378314,0.11810081127809557,0.01915148290996138
0.4363354037267081,0.8582532643508253,0.1321990280665878,0.023769860873361526
0.44565217391304346,0.9318889641164523,0.06442935826822083,0.11641262115195761
0.4813664596273292,0.8833492822966508,0.10864527629233511,0.008600713012477779
0.4525660964230171,0.9034614277489924,0.08830305423907325,0.059899947340705695
0.4727838258164852,0.8563823749744615,0.13949463100566661,0.14753158556214585
