acc,disp_imp,stat_par,zero_one_loss
0.5527950310559007,0.30149367803678534,0.46015345380515094,0.018607094775784483
0.5046583850931677,0.30136785539814365,0.48447857263847327,-0.033256168482863724
0.5341614906832298,0.295234197935029,0.4740017783799806,-0.05644239319134525
0.5357142857142857,0.28846185431551286,0.49770802936479674,-0.011890674723987082
0.5574534161490683,0.3679113271468552,0.38048056035820366,-0.0297246974331693
0.515527950310559,0.2638414217361586,0.5073009891662741,-0.09250600278023502
0.5496894409937888,0.27197988200019346,0.4820673754323044,-0.061654071132744126
0.5031055900621118,0.24401913875598086,0.5632798573975044,0.026069518716577478
0.5567651632970451,0.2963117283950617,0.5002523257855012,0.024530454625241283
0.5738724727838258,0.3222248576850095,0.4410402839944435,0.01374771238947814
