acc,disp_imp,stat_par,zero_one_loss
0.3869346733668342,0.8213127876726035,-0.0636971300979462,0.004337311580193903
0.41509433962264153,0.6647962310402943,-0.13018803367945014,0.09628544226592484
0.39245283018867927,0.7116553925666946,-0.11502834965586245,-0.002296776932173117
0.4,0.7590511860174781,-0.09035580524344572,-0.012406367041198574
0.4075471698113208,0.7133084577114428,-0.10382882882882882,-0.007094594594594494
0.389937106918239,0.7846712416214491,-0.08084545440927543,0.029622361699896627
0.38742138364779877,0.7326848249027237,-0.09937367103987965,0.07225926836677121
0.36981132075471695,0.732081212333977,-0.10241098586509212,0.011048488101628173
0.41132075471698115,0.7523584905660377,-0.0900514579759863,0.020583190394511175
0.37610062893081764,0.7675806554382685,-0.08235001956593724,0.017278227627103404
