acc,disp_imp,stat_par,zero_one_loss
0.5202702702702703,0.34615384615384615,-0.16346153846153846,0.06118881118881114
0.5135135135135135,0.5491551459293394,-0.11476050830889539,0.007038123167155463
0.5472972972972973,0.22370486656200944,-0.19066898014266434,0.005590900327742454
0.40816326530612246,0.53125,-0.09191176470588235,0.08455882352941169
0.4965986394557823,0.526241134751773,-0.13408269771176234,-0.049578482537133595
0.5238095238095238,0.4346590909090909,-0.12193627450980393,-0.12867647058823517
0.5510204081632653,0.46153846153846156,-0.11538461538461538,0.16895604395604402
0.5034013605442177,0.4337152209492635,-0.1389000401445203,-0.2749899638699317
0.5782312925170068,0.63441712926249,-0.09505154639175259,-0.0026804123711340333
0.47619047619047616,0.42424242424242425,-0.09595959595959595,0.026515151515151603
