acc,disp_imp,stat_par,zero_one_loss
0.525,0.8878143133462283,-0.008065637602558753,0.1300236406619386
0.535,0.9738562091503268,-0.0031583103039873744,-0.018818265561258096
0.495,0.5150501672240803,-0.0409373235460192,-0.006493506493506551
0.505,0.626984126984127,-0.042495479204339964,-0.023809523809523836
0.4371859296482412,0.4966666666666667,-0.040536912751677846,-0.1373154362416108
0.4271356783919598,0.27526132404181186,-0.06421735103426984,0.015745600493979772
0.4472361809045226,0.6652173913043479,-0.032821824381926684,-0.21000284171639672
0.49748743718592964,0.8166666666666668,0.022448979591836726,0.010204081632653073
0.5025125628140703,0.4145658263305322,-0.055378908320084796,-0.06253312135665079
0.5025125628140703,0.5719696969696969,-0.06236203090507726,-0.024144591611479083
